date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-04-06 15:10:00,90,0,21.890,41.000,20.500,42.127,23.000,38.500,21.600,40.590,20.500,45.400,12.816,27.436,21.014,34.920,22.823,41.890,20.790,39.363,11.183,752.100,73.167,8.833,40.000,6.500,22.356,22.356
2016-04-06 15:20:00,80,0,21.890,41.090,20.427,42.200,22.927,38.500,21.600,40.590,20.533,45.400,12.774,28.191,21.010,34.977,22.890,42.223,20.790,39.400,11.067,752.000,74.333,8.667,40.000,6.600,27.710,27.710
2016-04-06 15:30:00,90,0,21.890,41.163,20.500,42.463,22.890,38.530,21.567,40.590,20.533,45.400,12.732,28.945,21.005,35.033,22.927,42.500,20.790,39.400,10.950,751.900,75.500,8.500,40.000,6.700,8.673,8.673
2016-04-06 15:40:00,70,0,21.890,41.290,20.500,42.590,22.890,38.590,21.500,40.590,20.500,45.400,12.690,29.700,21.000,35.090,23.000,42.500,20.790,39.400,10.833,751.800,76.667,8.333,40.000,6.800,17.486,17.486
2016-04-06 15:50:00,110,0,21.890,41.290,20.500,42.530,22.857,38.500,21.500,40.590,20.500,45.467,12.717,29.425,20.963,35.230,23.100,42.790,20.790,39.500,10.717,751.700,77.833,8.167,40.000,6.900,12.492,12.492
2016-04-06 16:00:00,70,0,21.890,41.290,20.390,42.433,22.790,38.500,21.427,40.530,20.500,45.500,12.667,27.667,20.963,35.290,23.167,42.790,20.790,39.560,10.600,751.600,79.000,8.000,40.000,7.000,44.251,44.251
2016-04-06 16:10:00,90,0,21.823,41.290,20.390,42.560,22.760,38.500,21.463,40.590,20.500,45.500,12.397,29.333,20.890,35.400,23.245,42.995,20.730,39.590,10.717,751.533,79.000,7.833,40.000,7.133,5.575,5.575
2016-04-06 16:20:00,100,0,21.790,41.290,20.357,42.627,22.700,38.500,21.390,40.590,20.500,45.590,12.130,34.000,20.890,35.527,23.290,43.127,20.790,39.663,10.833,751.467,79.000,7.667,40.000,7.267,23.898,23.898
2016-04-06 16:30:00,90,0,21.857,41.430,20.290,42.833,22.700,38.590,21.390,40.767,20.500,45.590,11.763,38.530,20.890,35.730,23.290,43.200,20.760,39.700,10.950,751.400,79.000,7.500,40.000,7.400,49.420,49.420
2016-04-06 16:40:00,110,0,21.890,42.430,20.290,42.963,22.700,38.663,21.390,40.900,20.500,45.700,11.470,42.515,20.890,35.863,23.365,43.145,20.760,39.700,11.067,751.333,79.000,7.333,40.000,7.533,29.594,29.594
2016-04-06 16:50:00,150,0,21.890,42.290,20.290,43.223,22.700,38.700,21.357,41.000,20.500,45.760,11.130,44.697,20.890,36.090,23.445,43.245,20.730,39.700,11.183,751.267,79.000,7.167,40.000,7.667,11.167,11.167
2016-04-06 17:00:00,130,0,21.790,42.230,20.290,43.327,22.700,38.760,21.290,41.060,20.500,45.790,11.000,42.767,20.890,36.090,23.500,43.363,20.790,39.760,11.300,751.200,79.000,7.000,40.000,7.800,12.535,12.535
2016-04-06 17:10:00,110,0,21.790,42.363,20.290,43.400,22.790,38.790,21.340,41.245,20.500,45.790,11.000,40.893,20.890,36.060,23.500,43.182,20.700,39.900,11.067,751.217,79.667,7.333,40.000,7.700,32.981,32.981
2016-04-06 17:20:00,100,0,21.857,42.467,20.323,43.400,22.790,38.900,21.390,41.433,20.500,45.790,11.000,38.672,20.963,36.000,23.500,43.000,20.700,39.900,10.833,751.233,80.333,7.667,40.000,7.600,25.213,25.213
2016-04-06 17:30:00,90,0,21.790,42.327,20.323,43.327,22.790,38.900,21.390,41.360,20.567,45.863,11.067,35.697,20.973,35.821,23.540,42.900,20.730,39.900,10.600,751.250,81.000,8.000,40.000,7.500,23.413,23.413
2016-04-06 17:40:00,100,0,21.823,42.127,20.290,43.163,22.790,38.900,21.323,41.090,20.600,45.845,11.190,34.667,21.000,35.637,23.571,42.700,20.790,39.900,10.367,751.267,81.667,8.333,40.000,7.400,49.502,49.502
2016-04-06 17:50:00,240,0,21.823,42.067,20.290,43.030,22.790,38.900,21.323,40.963,20.700,45.790,11.263,34.000,21.000,35.516,23.500,42.554,20.700,39.760,10.133,751.283,82.333,8.667,40.000,7.300,42.203,42.203
2016-04-06 18:00:00,470,0,21.890,41.995,20.290,42.967,22.790,38.900,21.357,40.700,20.700,45.790,11.160,32.397,21.000,35.400,23.571,42.427,20.700,39.700,9.900,751.300,83.000,9.000,40.000,7.200,26.191,26.191
2016-04-06 18:10:00,100,0,21.890,42.697,20.290,42.900,22.790,38.900,21.290,40.567,20.667,45.700,10.960,32.263,21.000,35.290,23.500,42.272,20.700,39.700,9.933,751.300,81.333,8.667,40.000,6.917,38.623,38.623
2016-04-06 18:20:00,100,0,21.890,43.423,20.260,43.693,22.790,38.900,21.290,40.333,20.600,45.700,10.890,27.367,21.000,35.084,23.571,42.096,20.700,39.700,9.967,751.300,79.667,8.333,40.000,6.633,3.698,3.698
2016-04-06 18:30:00,420,0,22.000,42.827,20.200,43.500,22.790,38.967,21.290,40.067,20.600,45.730,10.830,25.300,21.000,34.834,23.600,41.776,20.700,39.700,10.000,751.300,78.000,8.000,40.000,6.350,23.034,23.034
2016-04-06 18:40:00,320,10,22.000,44.027,20.200,43.833,22.790,39.000,21.290,40.000,20.600,45.790,10.067,33.267,20.986,34.779,23.538,41.249,20.700,39.560,10.033,751.300,76.333,7.667,40.000,6.067,49.305,49.305
2016-04-06 18:50:00,100,10,22.067,47.733,20.200,46.227,22.790,39.060,21.290,40.000,20.600,45.860,9.460,35.860,20.890,34.678,23.500,40.856,20.700,39.433,10.067,751.300,74.667,7.333,40.000,5.783,26.416,26.416
2016-04-06 19:00:00,110,10,22.133,48.467,20.200,49.450,22.890,39.360,21.200,39.790,20.600,46.133,9.390,35.667,20.937,34.590,23.437,40.567,20.700,39.290,10.100,751.300,73.000,7.000,40.000,5.500,49.501,49.501
2016-04-06 19:10:00,150,20,22.100,47.600,20.167,49.033,22.890,39.633,21.200,39.730,20.600,46.567,9.257,34.467,20.890,34.500,23.412,40.594,20.633,39.157,9.883,751.300,73.333,7.167,40.000,5.333,10.501,10.501
2016-04-06 19:20:00,160,30,22.100,47.327,20.100,48.233,22.890,39.800,21.200,39.827,20.727,55.567,8.897,34.397,20.890,34.443,23.500,40.790,20.700,39.163,9.667,751.300,73.667,7.333,40.000,5.167,16.069,16.069
2016-04-06 19:30:00,140,20,22.100,46.763,20.067,47.123,22.890,40.133,21.200,39.967,21.000,64.930,8.630,35.063,20.890,34.360,23.540,40.656,20.700,38.963,9.450,751.300,74.000,7.500,40.000,5.000,25.828,25.828
2016-04-06 19:40:00,130,30,22.100,46.030,20.000,46.457,22.963,40.200,21.290,40.290,20.927,64.997,8.500,33.200,20.890,34.200,23.543,39.880,20.600,38.863,9.233,751.300,74.333,7.667,40.000,4.833,5.508,5.508
2016-04-06 19:50:00,130,20,22.100,45.133,19.963,45.797,22.890,40.260,21.290,40.290,20.857,63.433,8.323,32.530,20.890,34.054,23.500,39.220,20.600,38.730,9.017,751.300,74.667,7.833,40.000,4.667,27.790,27.790
2016-04-06 20:00:00,130,30,22.100,44.800,19.890,45.330,22.890,40.163,21.290,40.230,20.790,61.767,8.130,32.663,20.833,33.800,23.500,38.700,20.600,38.590,8.800,751.300,75.000,8.000,40.000,4.500,27.849,27.849
2016-04-06 20:10:00,110,20,22.067,44.333,19.857,44.863,22.890,40.090,21.290,40.363,20.700,59.867,7.967,33.227,20.830,33.714,23.390,37.981,20.600,38.530,8.767,751.350,74.500,8.000,40.000,4.367,44.679,44.679
2016-04-06 20:20:00,120,30,22.000,43.800,19.790,44.463,22.890,39.967,21.390,40.495,20.700,58.667,7.900,33.633,20.790,33.590,23.390,37.460,20.600,38.363,8.733,751.400,74.000,8.000,40.000,4.233,14.907,14.907
2016-04-06 20:30:00,130,20,22.000,43.297,19.790,44.223,22.890,39.795,21.427,40.260,20.800,62.000,7.867,34.193,20.790,33.590,23.304,37.226,20.533,38.230,8.700,751.450,73.500,8.000,40.000,4.100,11.218,11.218
2016-04-06 20:40:00,130,30,22.000,42.963,19.730,44.030,22.890,39.700,21.427,40.127,21.260,73.460,7.800,34.600,20.790,33.866,23.290,36.900,20.567,38.090,8.667,751.500,73.000,8.000,40.000,3.967,31.609,31.609
2016-04-06 20:50:00,110,10,22.000,42.760,19.700,43.760,22.890,39.700,21.427,40.000,21.260,69.833,7.657,35.493,20.830,34.434,23.290,36.567,20.500,38.030,8.633,751.550,72.500,8.000,40.000,3.833,40.787,40.787
2016-04-06 21:00:00,80,10,21.927,42.500,19.633,43.627,22.823,39.567,21.500,40.000,21.100,66.243,7.530,36.233,20.861,34.694,23.290,36.290,20.500,37.863,8.600,751.600,72.000,8.000,40.000,3.700,27.184,27.184
2016-04-06 21:10:00,30,0,21.963,42.457,19.600,43.627,22.790,39.467,21.500,39.900,21.000,64.090,7.467,36.567,20.890,35.090,23.290,36.473,20.500,37.657,8.550,751.600,72.000,7.833,40.000,3.667,39.638,39.638
2016-04-06 21:20:00,50,0,21.890,42.722,19.533,43.760,22.790,39.400,21.500,39.827,20.963,63.363,7.333,36.960,20.890,35.170,23.290,36.916,20.390,37.327,8.500,751.600,72.000,7.667,40.000,3.633,46.735,46.735
2016-04-06 21:30:00,40,0,21.890,42.627,19.500,43.827,22.790,39.433,21.500,39.790,20.890,62.830,7.157,38.000,20.890,35.367,23.226,37.200,20.463,37.527,8.450,751.600,72.000,7.500,40.000,3.600,27.975,27.975
2016-04-06 21:40:00,60,0,21.790,42.530,19.427,43.900,22.790,39.500,21.500,39.730,20.890,62.123,7.030,38.667,20.890,35.540,23.200,37.290,20.463,37.590,8.400,751.600,72.000,7.333,40.000,3.567,25.191,25.191
2016-04-06 21:50:00,50,0,21.790,42.530,19.390,43.900,22.790,39.500,21.390,39.590,20.823,61.263,6.933,39.697,20.890,35.734,23.114,37.290,20.390,37.920,8.350,751.600,72.000,7.167,40.000,3.533,40.257,40.257
2016-04-06 22:00:00,50,0,21.760,42.400,19.323,43.900,22.730,39.560,21.390,39.590,20.790,59.997,6.933,40.363,20.890,35.869,23.040,37.254,20.390,38.430,8.300,751.600,72.000,7.000,40.000,3.500,21.759,21.759
2016-04-06 22:10:00,50,0,21.700,42.327,19.290,43.900,22.790,39.590,21.390,39.590,20.790,59.197,6.800,41.467,20.890,36.036,23.000,37.369,20.427,38.800,8.183,751.617,72.833,7.000,38.167,3.533,6.017,6.017
2016-04-06 22:20:00,50,10,21.700,42.163,19.200,43.900,22.730,39.590,21.323,39.590,20.760,58.267,6.660,42.060,20.890,36.204,22.890,37.440,20.500,39.060,8.067,751.633,73.667,7.000,36.333,3.567,38.145,38.145
2016-04-06 22:30:00,50,0,21.700,42.030,19.200,43.900,22.790,39.500,21.290,39.590,20.760,57.667,6.545,42.850,20.912,36.376,22.833,37.640,20.500,39.327,7.950,751.650,74.500,7.000,34.500,3.600,19.138,19.138
2016-04-06 22:40:00,50,0,21.667,41.967,19.167,43.933,22.790,39.560,21.290,39.590,20.700,56.960,6.475,44.140,21.000,36.564,22.790,37.700,20.500,39.527,7.833,751.667,75.333,7.000,32.667,3.633,37.665,37.665
2016-04-06 22:50:00,60,0,21.600,41.900,19.100,44.133,22.790,39.560,21.290,39.590,20.700,56.427,6.295,44.395,20.956,36.700,22.790,37.700,20.427,39.530,7.717,751.683,76.167,7.000,30.833,3.667,26.343,26.343
2016-04-06 23:00:00,50,0,21.567,41.900,19.100,44.127,22.790,39.500,21.290,39.590,20.700,55.900,6.165,45.340,20.984,36.793,22.700,37.834,20.427,39.663,7.600,751.700,77.000,7.000,29.000,3.700,23.949,23.949
2016-04-06 23:10:00,70,0,21.500,41.827,19.033,44.127,22.790,39.500,21.200,39.500,20.700,55.567,6.157,46.697,21.000,36.978,22.686,37.900,20.427,39.890,7.517,751.717,77.500,6.667,28.833,3.733,21.458,21.458
2016-04-06 23:20:00,50,0,21.500,41.900,19.000,44.090,22.790,39.500,21.200,39.500,20.600,55.060,6.234,47.400,21.000,37.169,22.600,37.900,20.500,40.223,7.433,751.733,78.000,6.333,28.667,3.767,49.867,49.867
2016-04-06 23:30:00,60,0,21.500,41.900,18.927,44.163,22.790,39.467,21.200,39.500,20.600,54.800,6.330,47.389,21.000,37.134,22.571,37.929,20.500,40.463,7.350,751.750,78.500,6.000,28.500,3.800,4.054,4.054
2016-04-06 23:40:00,40,0,21.500,41.863,18.890,44.290,22.790,39.425,21.167,39.590,20.600,54.527,6.420,47.689,21.000,37.363,22.500,38.023,20.500,40.723,7.267,751.767,79.000,5.667,28.333,3.833,11.151,11.151
2016-04-06 23:50:00,60,0,21.427,41.790,18.890,44.290,22.790,39.500,21.100,39.590,20.600,54.327,6.549,47.877,21.000,37.400,22.500,38.090,20.500,41.030,7.183,751.783,79.500,5.333,28.167,3.867,19.230,19.230
2016-04-07 00:00:00,50,0,21.390,41.700,18.823,44.267,22.790,39.400,21.100,39.530,20.600,54.133,6.619,47.394,21.000,37.400,22.390,37.960,20.500,41.223,7.100,751.800,80.000,5.000,28.000,3.900,7.608,7.608
2016-04-07 00:10:00,60,0,21.390,41.760,18.823,44.327,22.790,39.467,21.100,39.590,20.600,53.860,6.590,47.050,21.000,37.400,22.390,38.044,20.500,41.463,7.000,751.783,80.833,5.000,27.833,3.933,23.633,23.633
2016-04-07 00:20:00,50,0,21.390,41.700,18.790,44.290,22.790,39.400,21.100,39.590,20.600,53.645,6.354,46.450,21.100,37.440,22.323,38.227,20.500,41.663,6.900,751.767,81.667,5.000,27.667,3.967,4.034,4.034
2016-04-07 00:30:00,60,0,21.390,41.700,18.790,44.363,22.790,39.400,21.100,39.590,20.500,53.430,6.048,46.693,21.100,37.500,22.290,38.576,20.500,41.827,6.800,751.750,82.500,5.000,27.500,4.000,1.759,1.759
2016-04-07 00:40:00,60,0,21.390,41.700,18.730,44.500,22.890,39.560,21.000,39.500,20.500,53.290,5.860,47.936,21.082,37.482,22.241,38.962,20.500,41.967,6.700,751.733,83.333,5.000,27.333,4.033,4.747,4.747
2016-04-07 00:50:00,50,0,21.357,41.700,18.730,44.500,22.890,39.500,21.000,39.500,20.500,53.133,5.627,48.467,21.078,37.518,22.200,39.090,20.533,42.127,6.600,751.717,84.167,5.000,27.167,4.067,23.266,23.266
2016-04-07 01:00:00,60,0,21.357,41.700,18.700,44.530,23.000,39.560,21.000,39.500,20.500,52.933,5.433,48.860,21.100,37.612,22.129,39.194,20.550,42.295,6.500,751.700,85.000,5.000,27.000,4.100,8.167,8.167
2016-04-07 01:10:00,40,0,21.290,41.700,18.700,44.530,23.000,39.500,21.000,39.500,20.500,52.790,5.157,49.330,21.057,37.583,22.100,39.400,20.533,42.467,6.383,751.700,85.500,5.000,27.000,4.067,29.573,29.573
2016-04-07 01:20:00,50,0,21.290,41.627,18.600,44.545,23.000,39.530,21.000,39.500,20.500,52.730,5.030,50.197,21.100,37.590,22.100,39.486,20.500,42.627,6.267,751.700,86.000,5.000,27.000,4.033,13.639,13.639
2016-04-07 01:30:00,50,0,21.290,41.590,18.600,44.590,23.000,39.590,21.000,39.500,20.463,52.560,4.900,51.550,21.100,37.564,22.100,39.700,20.567,42.760,6.150,751.700,86.500,5.000,27.000,4.000,44.976,44.976
2016-04-07 01:40:00,50,0,21.290,41.590,18.600,44.590,23.000,39.590,20.890,39.400,20.390,52.433,4.798,51.870,21.100,37.590,22.071,39.700,20.533,42.933,6.033,751.700,87.000,5.000,27.000,3.967,30.420,30.420
2016-04-07 01:50:00,60,0,21.200,41.500,18.567,44.590,23.000,39.590,20.890,39.400,20.390,52.260,4.592,52.498,21.100,37.621,22.000,39.700,20.533,43.060,5.917,751.700,87.500,5.000,27.000,3.933,4.037,4.037
2016-04-07 02:00:00,60,0,21.200,41.500,18.500,44.663,23.033,39.627,20.890,39.400,20.390,52.200,4.530,53.181,21.100,37.700,21.984,39.593,20.500,43.200,5.800,751.700,88.000,5.000,27.000,3.900,20.990,20.990
2016-04-07 02:10:00,60,0,21.200,41.400,18.500,44.730,23.100,39.627,20.890,39.400,20.390,52.060,4.515,53.497,21.100,37.700,21.890,39.500,20.500,43.260,5.717,751.700,88.000,5.000,26.833,3.833,6.213,6.213
2016-04-07 02:20:00,50,0,21.200,41.400,18.427,44.730,23.100,39.590,20.890,39.363,20.390,52.000,4.467,53.548,21.062,37.711,21.890,39.500,20.600,43.400,5.633,751.700,88.000,5.000,26.667,3.767,35.319,35.319
2016-04-07 02:30:00,60,0,21.200,41.400,18.390,44.627,23.100,39.590,20.890,39.290,20.390,51.863,4.406,53.559,21.100,37.790,21.890,39.400,20.600,43.467,5.550,751.700,88.000,5.000,26.500,3.700,39.197,39.197
2016-04-07 02:40:00,50,0,21.200,41.400,18.390,44.700,23.100,39.590,20.840,39.290,20.323,51.730,4.350,53.860,21.100,37.897,21.890,39.306,20.500,43.500,5.467,751.700,88.000,5.000,26.333,3.633,2.595,2.595
2016-04-07 02:50:00,50,0,21.200,41.400,18.357,44.700,23.100,39.590,20.790,39.200,20.390,51.663,4.239,53.736,21.100,38.000,21.830,39.214,20.567,43.560,5.383,751.700,88.000,5.000,26.167,3.567,3.230,3.230
2016-04-07 03:00:00,50,0,21.133,41.400,18.290,44.700,23.100,39.590,20.790,39.200,20.390,51.530,4.152,53.858,21.029,37.984,21.790,39.026,20.533,43.590,5.300,751.700,88.000,5.000,26.000,3.500,0.445,0.445
2016-04-07 03:10:00,50,0,21.100,41.363,18.290,44.700,23.100,39.590,20.790,39.200,20.390,51.467,3.982,53.578,21.080,37.994,21.790,38.900,20.600,43.663,5.267,751.683,87.833,5.000,28.333,3.433,24.746,24.746
2016-04-07 03:20:00,50,0,21.100,41.290,18.290,44.700,23.100,39.590,20.790,39.200,20.390,51.327,3.891,53.767,21.029,37.897,21.790,38.943,20.533,43.730,5.233,751.667,87.667,5.000,30.667,3.367,9.705,9.705
2016-04-07 03:30:00,50,0,21.100,41.290,18.200,44.590,23.100,39.590,20.790,39.163,20.290,51.260,3.863,54.757,21.040,37.874,21.790,38.900,20.600,43.790,5.200,751.650,87.500,5.000,33.000,3.300,41.260,41.260
2016-04-07 03:40:00,30,0,21.100,41.290,18.200,44.663,23.100,39.590,20.790,39.090,20.290,51.172,4.123,55.667,21.086,37.986,21.726,38.900,20.600,43.900,5.167,751.633,87.333,5.000,35.333,3.233,32.227,32.227
2016-04-07 03:50:00,40,0,21.000,41.200,18.200,44.700,23.100,39.560,20.760,39.090,20.290,51.030,4.263,56.000,21.000,37.834,21.700,38.754,20.600,43.967,5.133,751.617,87.167,5.000,37.667,3.167,5.499,5.499
2016-04-07 04:00:00,30,0,21.033,41.127,18.133,44.700,23.100,39.500,20.700,39.090,20.290,50.967,4.300,55.500,21.012,37.767,21.686,38.637,20.600,44.000,5.100,751.600,87.000,5.000,40.000,3.100,30.496,30.496
2016-04-07 04:10:00,50,0,21.033,41.127,18.100,44.700,23.067,39.467,20.760,39.090,20.290,50.827,3.986,54.771,21.040,37.772,21.640,38.616,20.600,43.975,5.067,751.617,87.500,5.000,40.000,3.133,4.527,4.527
2016-04-07 04:20:00,50,0,21.000,41.090,18.100,44.700,23.000,39.467,20.700,39.090,20.290,50.760,3.936,54.983,21.000,37.700,21.600,38.429,20.533,43.967,5.033,751.633,88.000,5.000,40.000,3.167,23.739,23.739
2016-04-07 04:30:00,50,0,21.000,41.090,18.100,44.700,23.000,39.590,20.700,39.060,20.290,50.627,3.817,54.975,21.000,37.700,21.600,38.290,20.567,43.900,5.000,751.650,88.500,5.000,40.000,3.200,37.038,37.038
2016-04-07 04:40:00,60,0,21.000,41.090,18.075,44.718,23.000,39.590,20.633,38.933,20.290,50.560,3.663,54.457,21.029,37.751,21.557,38.353,20.567,43.967,4.967,751.667,89.000,5.000,40.000,3.233,38.727,38.727
2016-04-07 04:50:00,50,0,20.927,41.030,18.000,44.590,23.000,39.590,20.700,39.000,20.290,50.500,3.590,54.790,21.000,37.856,21.540,38.478,20.500,43.967,4.933,751.683,89.500,5.000,40.000,3.267,12.756,12.756
2016-04-07 05:00:00,60,0,20.890,41.000,18.000,44.627,23.000,39.590,20.633,38.933,20.230,50.327,3.657,55.967,21.000,37.900,21.500,38.526,20.500,43.900,4.900,751.700,90.000,5.000,40.000,3.300,37.556,37.556
2016-04-07 05:10:00,50,0,20.890,41.000,18.000,44.627,23.000,39.590,20.600,38.900,20.230,50.327,3.790,56.360,21.000,37.845,21.500,38.539,20.567,44.000,4.750,751.683,90.167,4.833,40.000,3.200,46.724,46.724
2016-04-07 05:20:00,60,0,20.890,41.000,17.963,44.700,23.000,39.590,20.600,38.827,20.200,50.200,3.590,55.590,21.000,37.745,21.500,38.500,20.500,44.000,4.600,751.667,90.333,4.667,40.000,3.100,7.484,7.484
2016-04-07 05:30:00,50,0,20.890,41.000,17.890,44.700,23.000,39.590,20.600,38.900,20.200,50.127,3.491,55.771,21.000,37.700,21.453,38.396,20.500,44.000,4.450,751.650,90.500,4.500,40.000,3.000,24.300,24.300
2016-04-07 05:40:00,60,0,20.890,41.000,17.890,44.730,23.000,39.590,20.600,38.827,20.200,50.060,3.356,55.320,21.000,37.653,21.434,38.334,20.500,44.000,4.300,751.633,90.667,4.333,40.000,2.900,6.936,6.936
2016-04-07 05:50:00,40,0,20.890,41.000,17.890,44.730,23.000,39.500,20.600,38.790,20.200,50.000,3.267,55.900,21.000,37.900,21.390,38.290,20.500,44.030,4.150,751.617,90.833,4.167,40.000,2.800,40.973,40.973
2016-04-07 06:00:00,50,0,20.790,40.790,17.857,44.663,23.000,39.560,20.600,38.790,20.200,49.967,3.610,57.150,21.000,37.824,21.390,38.290,20.500,44.090,4.000,751.600,91.000,4.000,40.000,2.700,2.309,2.309
2016-04-07 06:10:00,50,0,20.790,40.790,17.857,44.723,23.000,39.545,20.600,38.790,20.200,49.827,3.700,56.897,21.000,37.740,21.376,38.239,20.500,44.090,4.000,751.633,90.833,4.167,40.000,2.667,30.530,30.530
2016-04-07 06:20:00,50,0,20.790,40.790,17.790,44.700,23.000,39.530,20.567,38.790,20.200,49.760,3.790,56.930,21.043,37.943,21.290,38.178,20.500,44.090,4.000,751.667,90.667,4.333,40.000,2.633,24.449,24.449
2016-04-07 06:30:00,60,0,20.790,40.790,17.790,44.700,23.000,39.530,20.500,38.790,20.200,49.700,3.633,56.195,21.000,37.856,21.290,38.169,20.500,44.090,4.000,751.700,90.500,4.500,40.000,2.600,15.597,15.597
2016-04-07 06:40:00,70,0,20.790,40.790,17.790,44.700,23.000,39.500,20.500,38.790,20.200,49.663,3.500,56.148,21.000,37.867,21.290,38.200,20.500,44.090,4.000,751.733,90.333,4.667,40.000,2.567,41.751,41.751
2016-04-07 06:50:00,120,0,20.790,40.930,17.790,44.700,23.000,39.433,20.500,38.790,20.175,49.292,3.500,56.716,21.025,37.725,21.239,38.153,20.500,44.200,4.000,751.767,90.167,4.833,40.000,2.533,38.249,38.249
2016-04-07 07:00:00,70,0,20.790,41.245,17.823,45.030,22.890,39.133,20.500,39.060,20.167,48.800,3.545,56.995,21.000,37.450,21.200,38.200,20.500,44.127,4.000,751.800,90.000,5.000,40.000,2.500,35.350,35.350
2016-04-07 07:10:00,90,0,20.823,41.360,17.890,45.223,22.823,38.800,20.500,38.933,20.200,47.763,3.663,57.533,21.000,37.333,21.200,38.218,20.500,43.833,4.017,751.850,90.167,5.000,38.000,2.550,5.064,5.064
2016-04-07 07:20:00,60,0,20.890,41.500,17.890,45.560,22.760,38.627,20.500,38.833,20.200,46.957,3.927,57.562,20.963,36.919,21.200,38.311,20.500,43.375,4.033,751.900,90.333,5.000,36.000,2.600,27.776,27.776
2016-04-07 07:30:00,70,10,20.890,41.500,17.963,45.560,22.700,38.760,20.500,38.760,20.167,46.657,4.190,57.590,20.927,36.504,21.200,38.404,20.500,42.800,4.050,751.950,90.500,5.000,34.000,2.650,40.390,40.390
2016-04-07 07:40:00,80,10,20.890,41.360,18.000,45.467,22.700,38.663,20.500,38.967,20.227,55.863,4.330,57.797,20.890,36.090,21.200,38.497,20.500,41.990,4.067,752.000,90.667,5.000,32.000,2.700,36.968,36.968
2016-04-07 07:50:00,290,0,20.890,41.300,18.075,45.250,22.700,38.463,20.500,38.967,21.497,79.897,4.997,58.323,20.890,36.060,21.200,38.590,20.500,41.530,4.083,752.050,90.833,5.000,30.000,2.750,40.369,40.369
2016-04-07 08:00:00,70,0,20.890,41.433,18.167,45.333,22.600,38.400,20.500,38.827,21.230,77.163,5.263,56.657,20.890,36.090,21.200,38.790,20.500,41.127,4.100,752.100,91.000,5.000,28.000,2.800,44.611,44.611
2016-04-07 08:10:00,400,0,20.890,41.290,18.290,45.500,22.600,38.400,20.567,38.900,21.067,76.933,5.621,54.331,20.890,36.090,21.200,38.790,20.567,40.927,4.300,752.167,90.167,5.167,28.167,2.850,19.463,19.463
2016-04-07 08:20:00,70,0,20.890,41.230,18.357,45.360,22.600,38.590,20.500,38.900,21.000,77.127,5.978,52.004,20.890,36.090,21.200,38.790,20.897,40.363,4.500,752.233,89.333,5.333,28.333,2.900,35.725,35.725
2016-04-07 08:30:00,200,0,20.890,41.290,18.533,45.163,22.600,38.530,20.567,38.967,20.890,77.060,6.336,49.678,20.890,36.025,21.167,38.790,21.563,39.830,4.700,752.300,88.500,5.500,28.500,2.950,1.675,1.675
2016-04-07 08:40:00,220,0,20.890,41.290,18.667,45.030,22.500,38.400,20.600,39.000,20.823,76.467,6.693,47.352,20.890,35.960,21.133,38.790,21.890,39.027,4.900,752.367,87.667,5.667,28.667,3.000,4.438,4.438
2016-04-07 08:50:00,40,0,21.000,41.433,18.823,44.833,22.500,38.400,20.600,39.060,20.790,75.290,7.050,45.026,20.890,35.895,21.133,38.790,21.890,38.633,5.100,752.433,86.833,5.833,28.833,3.050,36.786,36.786
2016-04-07 09:00:00,40,0,21.000,41.433,18.963,44.500,22.500,38.290,20.700,39.090,20.730,73.957,7.408,42.700,20.890,35.830,21.200,38.790,21.633,38.400,5.300,752.500,86.000,6.000,29.000,3.100,11.749,11.749
2016-04-07 09:10:00,40,0,21.000,41.400,19.393,44.130,22.427,38.230,20.767,39.090,20.667,71.897,7.765,40.374,20.890,35.765,21.133,38.790,21.427,38.400,5.550,752.533,84.667,6.000,30.833,3.117,7.179,7.179
2016-04-07 09:20:00,60,0,21.000,41.400,19.727,43.330,22.290,38.090,20.790,39.090,20.667,70.563,8.123,38.047,20.890,35.700,21.133,38.790,21.200,38.433,5.800,752.567,83.333,6.000,32.667,3.133,23.079,23.079
2016-04-07 09:30:00,210,0,21.000,41.290,20.133,42.833,22.290,38.195,20.890,39.090,20.600,68.463,8.245,36.421,20.890,35.590,21.100,38.790,21.133,38.500,6.050,752.600,82.000,6.000,34.500,3.150,35.793,35.793
2016-04-07 09:40:00,390,0,21.000,41.230,20.260,42.433,22.290,38.290,20.963,39.090,20.600,66.797,8.480,34.896,20.890,35.539,21.100,38.790,21.000,38.530,6.300,752.633,80.667,6.000,36.333,3.167,13.276,13.276
2016-04-07 09:50:00,100,0,21.100,41.327,20.567,42.133,22.290,38.400,21.000,39.030,20.600,64.727,9.029,33.679,20.890,35.500,21.100,38.790,20.927,38.590,6.550,752.667,79.333,6.000,38.167,3.183,45.687,45.687
2016-04-07 10:00:00,50,0,21.100,41.467,20.827,41.860,22.290,38.400,21.067,39.090,20.533,63.527,9.974,30.174,20.890,35.500,21.100,38.790,21.000,38.700,6.800,752.700,78.000,6.000,40.000,3.200,11.297,11.297
